base_dist	BaselineID	LRR	LCI	WLR	WCI	SCE	NSM	EPR
0.0	1	-6.03030762805303	6.38250794481195	-1.21841475827852	9.81451690347815	1380.67891113693	335.988106480341	2.11014419402556
3000.0	1	-8.248652275355	4.85767474958591	-5.41812663117318	2.95147399672154	1262.87443248215	1086.54093281213	8.40803126503453
6000.0	1	-2.98613459270747	1.42137537815482	-2.06806998588021	1.068356488674	492.815172101557	304.410109416794	1.91182131926482
9000.0	1	2e39	0.686313039874087	0.537793648991513	0.39544944578625	152.432319301671	-152.432319301671	-0.957337975221134
12000.0	1	-0.0709528341544099	0.192318114108275	-0.228033113498933	0.165674006430883	36.4554663627645	3.35071376992073	0.0210438675389643
15000.0	1	-0.305934701113449	0.238357516447487	-0.292303729190406	0.176075333105564	66.1801916393517	66.1801916393517	0.415638959992318
18000.0	1	-1.0445328264992	1.16976083377112	-0.454346520303578	0.741700862723759	276.956947041796	227.519561720201	1.41117918622306
21000.0	1	-1.46370686229359	1.34498727712065	-0.92997295363	0.811649566161514	334.567071302162	322.701357747473	2.0015397180625
24000.0	1	-1.69620087576179	0.901828519740779	-0.893969644492292	0.692335135441911	339.700775441799	322.66954871405	2.00134242405595
27000.0	1	-1.18223843459039	0.564448430071415	-0.595475751907679	0.506313122284842	230.109364499831	214.341634111491	1.32944372128825
30000.0	1	-0.989887840815772	0.881622410709883	-0.522752432975361	0.58067737589414	235.267774357446	197.898126365807	1.22745365193436
33000.0	1	-0.87770206397572	3.25097068412974	8.57791553687626	6.88415168387443	701.775555230391	-1e+39	-1.8158557745286
33964.194080205656	2	-1e39	1.11239773431867	0.632112056033783	2.35064107172919	172.960806876444	60.0665713767888	0.372560032525678
36964.194080205656	2	-1.08698713668042	0.282566996186567	-0.521055099141343	0.542999393279041	180.941149664727	148.436504086388	0.920670308340464
39964.194080205656	2	-1.06329619839528	0.872534786327174	-0.74282968835052	0.546428565302202	254.375938880115	254.187202483804	1.57658395101225
42964.194080205656	2	-1.01427900882428	0.892151890551177	-0.666013934433592	0.55680431576846	250.021745885673	241.656129438364	1.49886057052986
45964.194080205656	2	-0.924113516530701	0.809169527387163	-0.438570176584977	0.525984790642319	230.413853928082	214.486036043592	1.33033936735705
48964.194080205656	2	-0.535413166837304	0.543418493749106	-0.242938484136222	0.344462339448749	152.172824061703	129.941103003143	0.805953468820438
51964.194080205656	2	0.614002103651681	0.223003950483541	0.335341534728355	0.404196067991816	74.60184963554	-62.6021847759067	-0.499911410162005
54964.194080205656	2	0.441260824649742	0.570570249881672	0.0880906922114274	0.451983632316801	132.368369522138	-101.484176815681	-0.629450746874194
57964.194080205656	2	0.185434752361831	0.261417089924642	0.226825762596204	0.147943491643227	50.6693473251353	-49.5919707850787	-0.307591823958192
60964.194080205656	2	-0.148280112201811	0.379102230525681	-0.0304066988576343	0.256375061076476	66.4945143724461	17.9058348338338	0.111060083090915
63964.194080205656	2	-0.23062801907489	0.343500168470097	-0.217522255194442	0.27375929520588	85.2034395288156	54.1911216737515	0.336117837103276
66964.19408020566	2	-0.424102055863346	0.445714762379173	-0.227929144902	0.294345791193639	123.633562756985	70.0814348878336	0.434676743866003
69964.19408020566	2	-0.363068640619181	0.782718043247897	0.184456575504378	0.575790642806779	166.943826043516	84.4262963143628	0.52365005992428
71826.30324168813	3	-0.850704214816525	0.799369998307834	-0.299535847783835	0.683706574165924	200.170470162659	136.334442500989	0.845607850894686
74826.30324168813	3	0.00721495166382571	0.448133412146637	0.473749662349998	0.671505137597246	63.474914594447	-7.08546334097878	-0.0439472470671868
77826.30324168813	3	0.221603433143888	0.333782207354677	0.46441056002467	0.460447129464391	58.570588237282	-52.5980214638651	-0.326236709341067
80826.30324168813	3	0.54569223936185	0.36358416933905	0.546287679147901	0.242096617634921	96.8865610624957	-68.0371390224028	-0.421997096656919
81456.9280253515	4	-0.199986560844878	0.697024128292198	0.0856169229686091	0.496395963306221	103.444140886647	31.240307106741	0.193766508808877
84456.9280253515	4	0.14788112958618	1.15154455123317	0.387876797689412	0.740755683752614	91.8086616526937	-22.5364172925863	-0.139781049044239
87456.9280253515	4	-0.430351318052157	0.309175529154399	-0.246081827641302	0.276584440473338	82.2828469510601	65.8302253356987	0.408308820198749
90456.9280253515	4	-0.407668113921625	0.585244434390825	-0.214234824508694	0.357740653355823	113.070378000936	100.077593086294	0.620726478650469
93456.9280253515	4	-0.096215660209421	0.904533160231349	0.693611842826319	1.12005732638876	128.082692888685	24.5640755185862	0.152357502091489
96456.9280253515	4	-0.588557702078279	0.71595929265999	0.717796905404282	1.30301821149294	167.552460354013	78.3036202551491	0.48567445486675
99456.9280253515	4	-0.732891150969651	0.737984578411152	0.544858656147592	1.25999551532035	184.441581096601	92.5800315950343	0.574223212540523
102456.9280253515	4	-0.592052406544599	0.85657991585402	0.908155840115737	1.47801776174254	148.749243025323	45.4284879694334	0.281768021172999
105456.9280253515	4	1.70186889847856	2.62350332691717	1.45207675589571	1.54252007694996	560.24765504007	-505.353071516101	-3.07720869865221
108456.9280253515	4	-1.09448427485708	1.43342631667629	-1.18374549728723	0.993253056291307	228.963445530507	215.536391782347	1.31244964570799
111456.9280253515	4	1.07666586071741	1.19959218741202	2.20374695635793	1.70937561139353	266.670278992702	-205.139536846656	-1.24914085379592
113841.0715112569	5	1.64413399676675	0.804437364136214	1.71414883390189	0.515423692508303	304.206179502053	-304.206179502053	-1.85237995870705
